('1','CLE1541800036490', '00252682900002', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800025260', '00252682901206', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800141820', '00252682901144', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800131430', '00252682901383', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800131760', '00252682901391', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800131840', '00252682901387', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800131680', '00252682901464', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800076240', '00252682901381', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800078890', '00252682901397', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800076570', '00252682901483', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800078630', '00252682901457', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800077070', '00252682901482', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800078480', '00252682901431', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800076160', '00252682901388', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800079050', '00252682901408', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800076400', '00252682901485', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800076810', '00252682901480', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800078220', '00252682901478', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800078300', '00252682901462', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800076650', '00252682901338', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800076990', '00252682901339', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800078550', '00252682901465', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800076320', '00252682901385', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800078970', '00252682901405', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800076730', '00252682901394', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800069640', '00252682901323', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800069490', '00252682901393', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800044070', '00252682901380', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800069720', '00252682901324', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800043810', '00252682901497', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800069560', '00252682901392', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800043650', '00252682901386', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800069980', '00252682901337', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800043570', '00252682901496', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800069310', '00252682901460', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800043730', '00252682901495', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800069230', '00252682901398', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800069800', '00252682901319', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800069150', '00252682901320', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800070040', '00252682901321', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800043240', '00252682901494', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800059410', '00252682901322', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800043320', '00252682901490', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800043990', '00252682901499', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800059740', '00252682901382', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800043400', '00252682901498', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800059330', '00252682901402', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800043160', '00252682901484', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800059660', '00252682901395', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800059580', '00252682901404', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800059820', '00252682901340', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800060060', '00252682901477', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800059900', '00252682901466', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800059170', '00252682901468', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800066670', '00252682901491', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800066420', '00252682901493', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800149760', '00252682901470', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800067090', '00252682901327', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800150070', '00252682901469', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800066180', '00252682901329', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800066830', '00252682901316', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800149840', '00252682901471', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800149270', '00252682901472', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800066340', '00252682901328', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800149350', '00252682901473', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800149920', '00252682901474', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800066910', '00252682901377', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800149680', '00252682901475', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800066590', '00252682901378', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800149430', '00252682901476', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800149500', '00252682901406', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800066260', '00252682901379', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800149190', '00252682901430', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800136630', '00252682901429', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800136710', '00252682901407', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800066750', '00252682901326', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800137050', '00252682901396', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800136550', '00252682901454', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800136140', '00252682901461', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800029890', '00252682901463', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800029140', '00252682901351', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800029710', '00252682901350', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800029550', '00252682901334', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800029630', '00252682901349', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800030030', '00252682901344', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800136220', '00252682901401', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800136300', '00252682901479', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800029480', '00252682901325', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800136890', '00252682901456', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800136970', '00252682901455', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800029970', '00252682901492', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800136480', '00252682901342', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800045300', '00252682901447', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800045970', '00252682901448', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800045630', '00252682901449', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800045220', '00252682901440', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800046050', '00252682901441', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800045480', '00252682901443', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800045550', '00252682901436', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800045140', '00252682901458', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800045710', '00252682901433', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800045890', '00252682901434', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800067740', '00252682901459', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800079130', '00252682901444', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800079960', '00252682901451', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800079390', '00252682900084', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800067410', '00252682901438', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800079210', '00252682900083', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800067170', '00252682901412', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800079540', '00252682900082', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800079470', '00252682901450', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800068080', '00252682901435', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800067820', '00252682901413', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800067330', '00252682901446', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800079700', '00252682901452', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800080020', '00252682900080', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800067660', '00252682901336', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800067580', '00252682901442', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800024350', '00252682901341', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800067900', '00252682901432', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800024840', '00252682900078', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800024680', '00252682901414', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800024430', '00252682900085', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800024500', '00252682901439', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800025000', '00252682900086', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800024760', '00252682901411', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800024920', '00252682900081', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800024270', '00252682901409', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800024190', '00252682901403', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800056850', '00252682900072', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800056770', '00252682900073', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800056510', '00252682900074', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800056690', '00252682900075', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800056440', '00252682900076', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800056930', '00252682900077', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800056100', '00252682901453', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800056280', '00252682901399', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800057010', '00252682901400', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800056360', '00252682901445', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800038470', '00252682900067', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800038210', '00252682900066', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800038390', '00252682900065', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800038130', '00252682900064', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800038700', '00252682900063', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
